AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AGE,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Others
2,1030,1,1,3,3,0,4,1,1,5978791,21,0,1,0
3,1254,2,1,4,2,0,3,1,5,9422762,21,0,0,1
5,1762,2,1,4,5,0,4,3,4,15775481,19,1,0,0
1,1622,2,2,4,2,0,4,1,4,11894719,25,1,0,0
3,951,1,1,3,2,0,2,1,6,11636435,30,1,0,0
6,1981,2,1,5,2,0,3,1,5,21752736,19,1,0,0
1,1628,2,2,4,4,0,1,1,2,6368746,7,0,1,0
3,797,1,1,2,4,0,1,1,6,7407136,23,0,1,0
1,1587,2,2,4,4,1,3,1,3,12011688,32,1,0,0
3,1081,1,1,3,2,0,2,1,4,11703795,9,1,0,0
6,1895,2,1,5,2,1,3,2,4,15205620,11,0,0,1
3,973,1,1,3,4,1,2,3,4,12599883,40,1,0,0
3,844,1,1,3,3,1,3,3,5,9645631,7,0,1,0
3,965,1,1,3,4,0,2,1,4,6881714,27,0,1,0
4,1742,2,1,4,2,0,3,3,1,8940971,13,0,0,1
5,1304,1,1,3,5,1,2,2,6,11426779,5,0,0,1
7,1510,1,1,4,1,0,1,2,6,11804418,24,0,1,0
7,1888,2,1,5,3,1,2,1,5,22254683,23,1,0,0
6,1540,1,1,4,1,1,3,2,6,19985271,9,1,0,0
1,1023,1,1,3,1,1,2,3,3,7741688,11,0,0,1
1,798,1,1,2,1,0,4,3,3,7926865,14,1,0,0
6,1624,1,1,4,4,1,2,3,5,13636195,14,0,1,0
5,1612,2,1,4,2,0,4,2,4,9124325,7,0,1,0
7,1723,1,1,4,5,1,2,2,5,14786271,39,0,0,1
3,950,1,1,3,1,1,4,1,5,12371927,23,1,0,0
7,1919,2,1,5,3,1,2,1,4,21336784,34,1,0,0
7,1528,1,1,4,3,1,3,3,6,14870813,26,0,0,1
1,1081,1,1,3,3,1,4,2,2,6332307,36,0,1,0
3,1002,1,1,3,1,1,3,3,5,10600600,6,0,0,1
3,937,1,1,3,2,0,3,3,6,9416762,12,0,1,0
5,2372,4,2,6,5,1,4,3,6,14668252,22,0,1,0
3,1237,2,1,4,2,0,3,2,4,13851220,10,1,0,0
3,1242,2,1,4,1,0,3,1,6,14480622,9,1,0,0
4,1700,2,1,4,5,1,2,1,1,7685278,42,0,1,0
5,2422,4,2,6,5,0,3,3,5,13172078,15,0,1,0
3,801,1,1,3,3,0,1,3,5,7636400,38,0,1,0
4,1503,2,1,4,3,0,1,1,3,11264761,51,1,0,0
6,1549,1,1,4,3,1,1,1,6,19365866,24,1,0,0
2,606,1,1,2,2,1,2,2,3,8983975,36,1,0,0
3,1277,2,1,4,3,1,4,2,5,10535804,34,0,1,0
3,791,1,1,2,4,0,1,2,4,9915629,18,1,0,0
7,1878,2,1,5,4,0,4,1,6,21605484,29,1,0,0
1,806,1,1,2,5,0,4,2,6,7600131,30,0,0,1
7,1543,1,1,4,1,1,2,3,6,19884934,39,1,0,0
5,1363,2,1,4,2,1,3,2,4,13250888,10,1,0,0
7,1584,1,1,4,1,0,3,1,4,11575456,5,0,0,1
6,1794,1,1,4,5,1,1,2,5,22050304,18,1,0,0
1,704,1,1,2,5,1,4,1,6,7376465,38,0,1,0
6,1531,1,1,4,5,0,3,1,5,12144984,24,0,0,1
3,1003,1,1,3,3,1,2,1,6,10188790,12,0,0,1
3,1010,1,1,3,3,1,3,2,6,10144374,16,0,1,0
6,1794,1,1,4,1,1,4,2,4,13147122,14,0,1,0
5,1756,2,1,4,4,0,2,2,6,11215494,24,0,0,1
2,1188,1,1,3,2,1,2,3,3,14650932,16,1,0,0
3,1164,1,1,3,3,0,3,2,5,13452964,39,1,0,0
7,1851,2,1,5,4,1,4,1,4,14246669,27,0,0,1
3,1176,1,1,3,3,1,2,3,5,11371032,15,0,0,1
5,1503,2,1,4,3,1,4,3,5,12154686,5,0,0,1
1,1621,2,2,4,1,1,4,2,3,9515109,7,0,0,1
1,883,1,1,2,4,0,3,3,1,5366406,11,0,0,1
3,1257,2,1,4,2,1,3,2,4,9861228,25,0,1,0
1,552,1,1,2,2,1,3,3,2,5177962,47,0,0,1
6,1803,2,1,5,1,1,3,1,4,13682577,23,0,0,1
1,721,1,1,2,3,1,1,2,1,6821085,7,1,0,0
4,1573,2,1,4,2,0,1,1,5,8895355,33,0,0,1
3,723,1,1,2,4,1,1,2,6,9118305,7,0,1,0
3,1148,1,1,3,2,0,4,3,6,10791971,21,0,0,1
5,1513,2,1,4,1,0,3,3,5,10096774,23,0,0,1
3,951,1,1,3,4,0,3,2,5,8145861,28,0,1,0
5,2449,4,2,6,1,0,3,3,4,12833506,25,0,0,1
7,1597,1,1,4,4,1,1,2,4,13072218,29,0,0,1
1,1058,1,1,3,1,0,4,1,2,7392850,21,1,0,0
1,1438,2,2,4,1,1,2,3,1,6863303,34,0,1,0
1,1616,2,2,4,4,0,2,2,1,6237298,23,0,1,0
2,632,1,1,2,3,1,4,3,6,12293986,28,1,0,0
3,953,1,1,3,5,0,3,3,5,9144343,18,0,1,0
5,1714,2,1,4,3,0,2,2,5,9830213,7,0,1,0
5,1334,2,1,4,1,0,4,2,5,12416220,16,1,0,0
6,1770,1,1,4,2,0,2,2,6,20797424,26,1,0,0
1,1098,1,1,3,3,1,1,3,2,6904620,24,0,1,0
3,1010,1,1,3,2,0,1,3,6,9594059,13,0,1,0
1,1195,1,1,3,4,0,3,3,5,11302889,18,1,0,0
2,624,1,1,2,1,0,3,2,3,5544718,20,0,1,0
3,1272,2,1,4,4,0,2,2,5,10310984,10,0,0,1
5,1324,1,1,3,2,0,3,3,6,9725471,14,0,1,0
5,2424,4,2,6,4,1,3,2,4,19849400,19,1,0,0
5,1438,2,1,4,3,1,3,2,5,14156869,26,1,0,0
2,701,1,1,2,4,1,2,2,6,12211930,11,1,0,0
3,1236,2,1,4,5,1,3,2,5,11780065,20,0,0,1
4,1744,2,1,4,2,1,1,1,1,7976987,44,0,0,1
3,1078,1,1,3,2,1,1,1,4,8657382,31,0,0,1
3,901,1,1,3,3,1,4,3,5,9908918,14,0,1,0
4,1669,2,1,4,1,1,1,3,3,14462271,45,1,0,0
2,1073,1,1,3,4,0,1,1,6,9975828,8,0,0,1
1,1273,1,1,3,2,0,4,2,6,11599352,28,1,0,0
2,1235,2,2,4,4,0,1,3,2,13618717,12,1,0,0
1,1400,2,2,4,5,0,2,2,2,6617062,49,0,0,1
6,1598,1,1,4,1,1,2,1,4,11839786,39,0,0,1
6,1819,2,1,5,4,0,3,3,6,14464934,16,0,1,0
2,902,1,1,3,2,0,2,2,6,12606234,23,1,0,0
2,795,1,1,2,5,1,4,3,5,10352290,35,0,0,1
5,1763,2,1,4,2,1,4,3,4,16080373,22,1,0,0
4,1848,3,2,5,1,0,4,2,3,15124407,6,1,0,0
3,1288,2,1,4,4,1,2,2,6,16395991,17,1,0,0
4,1615,2,1,4,4,1,2,2,5,10772656,19,0,1,0
3,1026,1,1,3,4,1,4,3,5,14454389,10,1,0,0
4,1598,2,1,4,2,1,1,1,1,12303147,17,1,0,0
4,1896,3,2,5,4,1,4,3,1,9753433,25,0,1,0
5,2276,4,2,6,5,0,4,3,5,13949167,12,0,0,1
5,2407,4,2,6,1,0,2,2,4,18074446,28,1,0,0
3,1083,1,1,3,1,0,2,3,6,10032214,27,0,0,1
3,728,1,1,2,2,1,2,1,6,7928764,34,0,1,0
7,1894,2,1,5,4,0,3,1,5,12432434,42,0,1,0
6,1595,1,1,4,2,1,1,2,4,12217102,9,0,1,0
3,1274,2,1,4,4,0,2,3,5,14967120,32,1,0,0
6,1760,1,1,4,2,0,2,3,5,12813170,21,0,1,0
2,969,1,1,3,3,1,3,1,3,11636986,35,1,0,0
4,1652,2,1,4,1,1,3,3,4,9908766,48,0,1,0
1,1211,1,1,3,1,0,3,2,5,7813504,25,0,0,1
3,958,1,1,3,2,1,3,1,6,13403663,4,1,0,0
3,818,1,1,3,2,1,1,3,4,8308463,22,0,1,0
2,958,1,1,3,2,1,1,3,1,11693032,8,1,0,0
3,1091,1,1,3,4,1,4,3,6,15519392,23,1,0,0
3,1066,1,1,3,1,1,4,3,5,9964765,30,0,1,0
5,2371,4,2,6,4,0,2,2,4,11143521,30,0,1,0
1,1451,2,2,4,3,1,3,1,3,11103500,40,1,0,0
6,1985,2,1,5,2,0,3,2,6,22892240,21,1,0,0
4,1853,3,2,5,5,1,2,2,5,17262015,35,1,0,0
4,1841,3,2,5,2,0,1,3,5,10364728,36,0,1,0
6,1767,1,1,4,4,1,4,3,4,21408638,37,1,0,0
3,1147,1,1,3,4,1,3,3,4,9707480,38,0,1,0
3,1232,2,1,4,4,0,3,1,5,8923036,18,0,1,0
3,1264,2,1,4,3,0,3,2,6,10676047,33,0,0,1
1,898,1,1,3,4,1,3,3,4,10093935,39,1,0,0
3,743,1,1,2,1,1,3,1,6,8275012,37,0,0,1
3,1064,1,1,3,1,1,1,3,5,10334256,27,0,0,1
3,980,1,1,3,1,1,2,3,6,10426295,40,0,0,1
6,1780,1,1,4,1,0,3,3,4,20334958,12,1,0,0
5,1665,2,1,4,3,1,2,3,6,12609090,14,0,0,1
4,1852,3,2,5,4,1,1,1,3,15349825,14,1,0,0
3,1231,2,1,4,3,0,2,3,4,14402095,7,1,0,0
5,1413,2,1,4,1,1,4,3,4,9586495,28,0,1,0
5,2443,4,2,6,4,0,4,3,4,19342792,30,1,0,0
3,1071,1,1,3,4,1,4,2,6,10642195,19,0,1,0
5,1614,2,1,4,2,0,3,3,5,10899281,13,0,0,1
5,1302,1,1,3,4,1,3,3,6,11090880,8,0,1,0
6,1923,2,1,5,4,0,2,1,5,12739542,17,0,1,0
3,805,1,1,3,4,1,3,2,4,8231964,38,0,0,1
6,1586,1,1,4,3,0,2,1,5,11087636,20,0,1,0
4,1883,3,2,5,2,0,4,2,2,14292011,37,1,0,0
5,1582,2,1,4,1,0,3,2,4,13093137,24,1,0,0
2,1109,1,1,3,3,1,4,2,5,10456190,32,0,1,0
1,968,1,1,3,5,0,2,3,3,6681382,31,0,0,1
1,1687,2,2,4,1,0,2,1,4,11765490,28,1,0,0
4,1754,2,1,4,3,0,2,1,3,7417249,53,0,1,0
6,1766,1,1,4,2,1,1,1,5,13766929,31,0,0,1
4,1656,2,1,4,3,1,2,3,2,14887121,8,1,0,0
3,805,1,1,3,2,0,2,1,4,9207969,29,1,0,0
1,726,1,1,2,4,0,2,2,4,6881438,48,1,0,0
1,1228,1,1,3,5,0,4,2,6,11643645,48,1,0,0
6,1995,2,1,5,2,0,1,2,4,21434610,26,1,0,0
1,931,1,1,3,1,0,2,2,5,8578050,42,1,0,0
3,737,1,1,2,2,0,4,1,4,6147941,37,0,0,1
4,1762,2,1,4,4,1,1,2,3,15643171,8,1,0,0
4,1726,2,1,4,1,1,4,2,3,15122331,19,1,0,0
7,1915,2,1,5,2,1,4,2,5,15754117,20,0,0,1
3,729,1,1,2,4,1,1,3,4,8251578,35,0,0,1
1,1653,2,2,4,1,0,4,1,4,11787904,24,1,0,0
3,1261,2,1,4,2,1,3,3,4,15555703,8,1,0,0
4,1744,2,1,4,3,0,4,2,5,10336497,12,0,1,0
2,791,1,1,2,3,0,3,2,4,7727239,5,0,1,0
5,2199,3,2,5,5,1,2,3,5,13474040,11,0,1,0
4,1915,3,2,5,3,0,3,1,1,7326749,30,0,1,0
3,857,1,1,3,2,1,1,2,4,7978600,18,0,1,0
6,1853,2,1,5,1,1,4,2,5,22251835,6,1,0,0
6,1701,1,1,4,3,0,3,3,5,12660776,32,0,1,0
3,963,1,1,3,1,0,4,1,6,11639340,39,1,0,0
6,1889,2,1,5,4,1,4,1,5,13524533,34,0,1,0
4,1544,2,1,4,5,1,3,1,2,7646874,52,0,1,0
3,916,1,1,3,4,1,3,1,6,13076674,12,1,0,0
1,1175,1,1,3,1,0,1,3,4,7250061,5,0,1,0
6,1966,2,1,5,5,1,4,2,5,15324118,20,0,1,0
5,2292,4,2,6,5,0,3,2,6,13503592,24,0,0,1
6,1781,1,1,4,1,0,2,1,6,11876207,41,0,1,0
1,1075,1,1,3,1,0,3,3,1,7896213,17,1,0,0
3,1056,1,1,3,2,1,3,3,4,9668867,10,0,1,0
3,948,1,1,3,3,0,2,3,4,8526427,22,0,0,1
3,1002,1,1,3,4,0,2,2,5,11998838,36,1,0,0
1,823,1,1,2,1,1,3,2,4,6729077,37,0,0,1
3,856,1,1,3,3,0,4,1,4,10091147,24,1,0,0
5,1432,2,1,4,4,0,2,2,6,9594547,28,0,1,0
2,742,1,1,2,3,1,1,1,2,6266972,23,0,0,1
5,1743,2,1,4,4,1,4,2,4,11535577,8,0,0,1
5,2311,4,2,6,3,0,2,3,5,13679565,11,0,0,1
1,1055,1,1,3,2,0,1,3,3,8527480,48,1,0,0
4,1641,2,1,4,1,1,3,3,6,16799117,9,1,0,0
1,690,1,1,2,2,1,1,2,2,6790922,24,1,0,0
3,756,1,1,2,3,1,4,3,6,10278948,14,0,0,1
4,1704,2,1,4,3,0,4,2,6,11473565,19,0,0,1
1,680,1,1,2,2,0,2,1,3,3611644,44,0,1,0
6,1734,1,1,4,3,0,2,1,6,13305495,33,0,0,1
2,1033,1,1,3,1,1,3,1,3,8371690,30,0,0,1
1,757,1,1,2,1,1,4,2,6,9676814,37,1,0,0
4,1912,3,2,5,5,1,1,2,2,10471998,51,0,0,1
3,845,1,1,3,2,0,2,1,4,6773241,29,0,0,1
3,1275,2,1,4,5,0,1,2,5,14541031,38,1,0,0
3,1173,1,1,3,1,1,2,1,6,9935594,11,0,1,0
5,1502,2,1,4,4,0,3,3,5,9913389,13,0,1,0
3,1187,1,1,3,1,1,1,1,5,14156511,13,1,0,0
6,1889,2,1,5,1,0,4,2,5,21866761,8,1,0,0
7,1853,2,1,5,1,0,2,1,5,12201327,20,0,1,0
2,603,1,1,2,3,0,3,2,3,5609100,40,0,1,0
5,2172,3,2,5,4,1,4,2,4,18345635,23,1,0,0
6,1507,1,1,4,1,0,4,2,5,17830681,15,1,0,0
1,692,1,1,2,4,0,1,2,4,7300218,7,1,0,0
4,1897,3,2,5,1,0,1,3,2,8368471,46,0,1,0
4,1607,2,1,4,4,0,1,2,4,9049035,54,0,0,1
5,1607,2,1,4,5,1,4,2,4,14849241,30,1,0,0
6,1853,2,1,5,2,0,2,3,4,13508625,40,0,0,1
3,1121,1,1,3,5,1,2,1,6,11081013,5,0,0,1
5,2279,4,2,6,3,1,4,3,5,14329960,26,0,0,1
2,729,1,1,2,4,0,4,1,4,7155106,10,0,0,1
2,794,1,1,2,1,0,2,3,4,10725430,33,1,0,0
3,800,1,1,2,4,1,1,2,6,12305376,13,1,0,0
3,1292,2,1,4,3,0,1,3,5,10701043,19,0,0,1
2,831,1,1,3,3,0,1,1,5,7970562,16,0,0,1
4,1850,3,2,5,1,1,2,1,6,16581159,37,1,0,0
1,1454,2,2,4,1,0,4,2,2,6190930,30,0,1,0
3,1053,1,1,3,4,0,1,2,5,12998759,4,1,0,0
2,1115,1,1,3,3,1,4,1,6,10206776,38,0,1,0
5,1498,2,1,4,5,0,4,2,4,9609602,27,0,0,1
3,992,1,1,3,5,1,1,3,6,10943792,21,0,1,0
1,520,1,1,2,1,1,1,2,3,4515445,44,0,1,0
2,833,1,1,3,1,0,4,3,5,11731626,34,1,0,0
3,1114,1,1,3,5,0,2,3,5,14202338,19,1,0,0
1,753,1,1,2,5,1,1,2,5,9379467,33,1,0,0
6,1705,1,1,4,3,1,4,1,4,12274061,22,0,1,0
2,934,1,1,3,4,1,4,3,2,12417767,8,1,0,0
1,1101,1,1,3,4,1,3,3,4,8136216,31,0,1,0
3,1104,1,1,3,2,1,3,2,6,14942010,12,1,0,0
3,1085,1,1,3,2,0,2,3,4,9074189,21,0,0,1
3,1015,1,1,3,5,1,4,2,5,13625661,39,1,0,0
1,1389,2,2,4,2,1,3,2,6,9439894,43,0,1,0
3,1179,1,1,3,1,0,4,3,6,11028070,7,0,0,1
3,855,1,1,3,1,1,1,3,5,9747493,7,0,0,1
2,897,1,1,3,3,0,2,3,6,10214891,15,0,0,1
6,1762,1,1,4,5,0,4,3,4,13956947,32,0,0,1
3,726,1,1,2,1,0,3,3,5,10733053,6,1,0,0
3,1285,2,1,4,3,1,3,3,6,16589316,40,1,0,0
3,940,1,1,3,1,0,3,2,5,11870678,14,1,0,0
6,1914,2,1,5,2,1,4,2,6,15238985,18,0,1,0
2,1285,2,2,4,5,0,1,1,1,12481443,27,1,0,0
3,707,1,1,2,1,0,1,2,6,7347865,23,0,1,0
3,939,1,1,3,4,1,4,1,6,12870818,31,1,0,0
7,1911,2,1,5,3,0,2,3,5,22153941,30,1,0,0
6,1697,1,1,4,2,0,2,2,5,13041768,30,0,0,1
3,740,1,1,2,4,1,4,3,5,9299841,9,0,1,0
7,1639,1,1,4,1,0,1,3,6,12571138,31,0,1,0
3,1210,2,1,4,3,0,4,3,6,10375908,39,0,1,0
1,1467,2,2,4,2,1,1,1,1,6044887,15,0,1,0
1,1412,2,2,4,3,0,4,1,6,12385584,14,1,0,0
3,1124,1,1,3,5,0,2,1,6,13486671,24,1,0,0
6,1996,2,1,5,4,0,1,1,5,21484800,33,1,0,0
1,1632,2,2,4,5,0,1,1,3,7162048,50,0,0,1
3,1021,1,1,3,4,0,2,2,6,9767830,22,0,0,1
1,1448,2,2,4,1,0,4,3,6,12852611,39,1,0,0
5,2450,4,2,6,2,0,4,3,5,12709506,26,0,1,0
3,941,1,1,3,5,1,4,3,5,10233116,20,0,1,0
5,1412,2,1,4,3,1,3,2,6,11350863,25,0,0,1
3,1153,1,1,3,4,0,1,1,6,13458672,20,1,0,0
7,1690,1,1,4,1,1,1,2,5,20678150,23,1,0,0
5,1307,1,1,3,1,1,2,3,4,9699328,12,0,0,1
4,1635,2,1,4,2,1,3,3,4,10001162,47,0,1,0
3,772,1,1,2,5,1,1,1,4,10588097,17,1,0,0
1,1438,2,2,4,1,1,3,3,5,13112324,46,1,0,0
7,1505,1,1,4,3,1,1,1,5,11707217,34,0,1,0
1,1635,2,2,4,2,0,3,2,6,9429382,27,0,1,0
6,1631,1,1,4,3,1,1,1,4,12815331,21,0,0,1
7,1585,1,1,4,5,1,1,2,4,12360594,41,0,1,0
3,1117,1,1,3,4,0,2,3,4,13276673,17,1,0,0
1,1296,1,1,3,1,1,2,3,4,11920601,26,1,0,0
3,1238,2,1,4,3,0,2,3,4,9665675,39,0,0,1
5,1859,3,2,5,5,1,2,3,4,16980097,28,1,0,0
5,2239,4,2,6,4,0,3,3,5,12222704,19,0,1,0
4,1771,2,1,4,5,0,4,3,1,8479225,35,0,1,0
2,626,1,1,2,1,1,1,3,1,5456454,36,0,1,0
3,978,1,1,3,3,0,3,3,4,8515759,39,0,0,1
7,1586,1,1,4,5,0,2,1,4,10700325,34,0,1,0
3,1196,1,1,3,3,0,4,3,6,11614087,5,0,0,1
3,1225,2,1,4,3,1,4,3,4,11594510,7,0,0,1
3,812,1,1,3,1,1,4,3,6,10088538,5,0,1,0
1,1436,2,2,4,3,0,4,3,5,12306879,42,1,0,0
1,1019,1,1,3,4,1,3,3,5,10974918,47,1,0,0
3,1203,2,1,4,5,1,4,1,4,14017669,38,1,0,0
3,1027,1,1,3,5,0,4,1,5,12276841,28,1,0,0
4,1974,3,2,5,5,1,2,2,5,11682856,51,0,1,0
4,1746,2,1,4,3,1,4,1,5,10482286,25,0,1,0
5,1711,2,1,4,5,0,3,2,5,10761387,26,0,0,1
7,1918,2,1,5,2,1,1,1,5,13228153,42,0,1,0
1,1083,1,1,3,4,0,4,2,1,5412184,13,0,0,1
1,826,1,1,2,5,0,3,2,1,4948256,14,0,0,1
4,1624,2,1,4,4,0,3,2,4,9429200,40,0,0,1
3,1122,1,1,3,5,0,4,2,5,13799878,28,1,0,0
6,1906,2,1,5,5,0,2,2,4,20881872,41,1,0,0
3,849,1,1,3,4,0,2,2,4,7336515,32,0,0,1
6,1793,1,1,4,5,1,2,2,4,13441057,28,0,1,0
4,1936,3,2,5,2,1,3,3,3,11231352,9,0,1,0
4,1956,3,2,5,5,1,4,1,3,9955282,44,0,1,0
5,1778,3,2,5,3,1,4,3,4,11079610,30,0,1,0
1,1075,1,1,3,3,0,2,2,3,8970675,6,1,0,0
1,541,1,1,2,2,1,4,1,3,5138831,21,0,0,1
3,1166,1,1,3,2,0,2,3,6,14803880,16,1,0,0
1,533,1,1,2,3,0,2,2,1,3159395,24,0,0,1
3,738,1,1,2,5,1,4,2,4,7890418,32,0,1,0
7,1771,1,1,4,3,1,1,2,5,21785405,16,1,0,0
6,1687,1,1,4,2,1,4,1,4,11852465,31,0,1,0
5,1970,3,2,5,1,0,2,2,4,15666678,6,1,0,0
1,1620,2,2,4,5,1,3,2,5,9676393,43,0,1,0
1,668,1,1,2,3,0,2,2,2,3977875,37,0,0,1
4,1542,2,1,4,2,1,4,3,6,10986166,48,0,1,0
7,1551,1,1,4,4,0,1,2,5,13032645,10,0,0,1
5,2221,4,2,6,1,0,4,2,5,12347895,20,0,0,1
4,1522,2,1,4,5,0,2,2,4,9713577,14,0,0,1
4,1539,2,1,4,3,1,3,3,4,10393087,23,0,1,0
7,1866,2,1,5,1,1,4,3,6,16446515,25,0,0,1
6,1874,2,1,5,1,1,4,1,6,15303588,27,0,0,1
5,2097,3,2,5,2,0,4,2,4,11340913,22,0,0,1
3,1159,1,1,3,2,0,2,1,5,12974198,18,1,0,0
5,1438,2,1,4,1,1,3,3,6,15452085,10,1,0,0
3,863,1,1,3,1,0,3,2,4,7613457,22,0,0,1
1,1292,1,1,3,4,0,1,2,5,11000696,32,1,0,0
6,1691,1,1,4,4,1,3,3,4,13214792,28,0,1,0
6,1894,2,1,5,2,1,3,2,4,13403193,38,0,1,0
3,1174,1,1,3,2,0,1,2,6,13901365,35,1,0,0
4,1838,3,2,5,3,0,2,2,6,10549841,44,0,1,0
1,1582,2,2,4,4,0,4,3,4,13249570,5,1,0,0
5,1951,3,2,5,1,0,2,3,4,10339792,8,0,1,0
1,1237,1,1,3,4,1,2,2,2,7246955,22,0,0,1
4,1989,3,2,5,1,1,2,1,2,9647705,37,0,0,1
3,1129,1,1,3,5,1,3,2,6,15154821,30,1,0,0
3,768,1,1,2,1,1,1,1,6,7768359,36,0,1,0
3,1056,1,1,3,1,0,2,1,4,7201018,40,0,0,1
7,1585,1,1,4,4,0,4,1,6,18518094,43,1,0,0
5,1789,3,2,5,5,1,4,3,5,12373083,8,0,1,0
4,1869,3,2,5,5,0,2,1,6,16738397,14,1,0,0
1,520,1,1,2,1,0,3,3,2,5482332,19,1,0,0
3,738,1,1,2,5,1,2,1,5,11050000,12,1,0,0
4,1914,3,2,5,3,1,2,3,5,12323198,8,0,1,0
6,1576,1,1,4,4,0,4,3,4,13200560,16,0,0,1
3,869,1,1,3,1,0,1,3,4,7118892,37,0,1,0
2,635,1,1,2,1,0,1,3,4,6246937,40,0,1,0
6,1875,2,1,5,5,1,1,3,5,15445474,8,0,1,0
5,2344,4,2,6,4,0,2,3,6,20063637,17,1,0,0
6,1804,2,1,5,4,1,4,3,6,15189227,24,0,1,0
2,985,1,1,3,4,0,3,3,2,7714669,40,0,0,1
6,1589,1,1,4,4,1,4,1,5,19666839,18,1,0,0
1,1390,2,2,4,4,1,4,3,2,8473047,33,0,0,1
5,2435,4,2,6,4,0,4,3,6,13582687,15,0,1,0
2,1145,1,1,3,4,1,2,3,6,12253523,29,0,0,1
3,714,1,1,2,3,0,4,3,6,8527299,19,0,1,0
3,1174,1,1,3,4,0,2,3,4,13421475,25,1,0,0
6,1936,2,1,5,5,0,4,3,4,22216107,27,1,0,0
1,1477,2,2,4,3,0,4,1,3,10363468,26,1,0,0
1,1017,1,1,3,5,1,4,3,2,10298430,6,1,0,0
3,943,1,1,3,5,0,4,1,4,8042427,17,0,0,1
7,1515,1,1,4,3,0,4,1,5,12054884,33,0,0,1
3,1071,1,1,3,1,0,4,2,6,9666655,37,0,0,1
4,1937,3,2,5,4,0,2,2,4,11289759,10,0,0,1
5,2440,4,2,6,4,1,2,2,6,14799918,11,0,0,1
3,892,1,1,3,3,1,4,1,4,8348642,26,0,0,1
4,1951,3,2,5,3,0,1,2,4,16339610,12,1,0,0
1,1452,2,2,4,4,0,3,2,4,8504762,13,0,0,1
4,1605,2,1,4,1,0,1,2,2,12284178,26,1,0,0
3,733,1,1,2,5,0,4,2,4,7817117,15,0,0,1
1,616,1,1,2,5,0,4,3,3,5768216,36,0,0,1
6,1525,1,1,4,5,0,3,1,5,12595912,15,0,0,1
5,1577,2,1,4,3,0,2,2,4,9761905,5,0,0,1
2,1002,1,1,3,2,1,2,2,1,8009441,8,0,0,1
4,1792,2,1,4,3,1,1,3,4,16185505,45,1,0,0
3,721,1,1,2,2,1,2,1,6,8217580,32,0,0,1
7,1530,1,1,4,2,1,1,1,4,18155399,10,1,0,0
3,723,1,1,2,2,1,2,1,6,11181973,15,1,0,0
2,840,1,1,3,2,0,4,2,2,6821816,21,0,0,1
1,1254,1,1,3,5,1,3,1,5,9088800,17,0,0,1
1,1129,1,1,3,4,1,3,2,2,6834564,27,0,0,1
2,1272,2,2,4,1,0,1,2,6,10403859,20,0,1,0
2,1085,1,1,3,5,1,4,2,3,9259251,32,0,1,0
4,1922,3,2,5,4,0,3,2,4,11211537,11,0,0,1
3,994,1,1,3,5,0,3,1,5,12076727,28,1,0,0
4,1798,2,1,4,2,1,3,1,5,9795769,48,0,1,0
4,1544,2,1,4,2,0,4,1,5,13615970,14,1,0,0
4,1740,2,1,4,4,1,2,3,6,12826300,30,0,0,1
4,1676,2,1,4,1,0,1,3,5,9343489,47,0,1,0
2,1209,2,2,4,4,1,3,2,5,11109848,19,0,1,0
5,1397,2,1,4,3,1,3,2,4,13323845,17,1,0,0
1,1028,1,1,3,2,1,1,1,5,7477049,11,0,1,0
2,1063,1,1,3,5,1,3,2,4,10978415,7,0,0,1
4,1596,2,1,4,1,1,2,2,6,10109581,55,0,1,0
2,648,1,1,2,2,0,2,1,4,8382015,24,1,0,0
4,1732,2,1,4,5,0,1,1,3,9269800,6,0,0,1
3,1100,1,1,3,5,0,1,1,6,9456023,26,0,0,1
3,1182,1,1,3,5,0,4,3,6,11366245,31,0,0,1
5,2137,3,2,5,1,0,3,2,6,12389257,20,0,0,1
3,1298,2,1,4,5,1,3,2,6,16662246,36,1,0,0
4,1581,2,1,4,3,1,2,1,2,8205914,15,0,1,0
4,1520,2,1,4,5,0,3,2,1,7913596,29,0,0,1
3,785,1,1,2,3,0,1,1,6,7621273,33,0,0,1
4,1929,3,2,5,4,1,1,3,3,16794059,31,1,0,0
3,765,1,1,2,2,1,1,2,4,7080140,40,0,1,0
5,2215,3,2,5,1,1,4,3,4,12129667,12,0,1,0
5,1599,2,1,4,5,1,2,3,4,10666179,20,0,1,0
5,1320,1,1,3,2,0,4,3,4,12526761,12,1,0,0
7,1527,1,1,4,5,1,3,1,6,19676579,38,1,0,0
3,803,1,1,3,4,0,2,1,5,7029365,20,0,1,0
2,778,1,1,2,2,0,2,3,3,10135829,16,1,0,0
7,1917,2,1,5,3,0,1,2,5,14740331,11,0,0,1
7,1762,1,1,4,5,0,2,1,4,18901344,41,1,0,0
6,1662,1,1,4,5,1,2,2,5,13666090,23,0,1,0
2,691,1,1,2,2,0,1,1,4,5741546,31,0,1,0
3,1142,1,1,3,4,0,4,3,4,8987842,35,0,1,0
1,965,1,1,3,4,1,2,3,3,6900519,36,0,1,0
4,1793,2,1,4,1,1,3,1,1,7280474,51,0,1,0
3,1021,1,1,3,3,0,4,2,6,9704875,32,0,0,1
